type,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,title
white,6.3,0.22,0.43,4.55,0.038,31.0,130.0,0.9918,3.35,0.33,11.5,7,Smith & Hook 2013 Cabernet Sauvignon (Central Coast)
white,,0.27,0.31,17.7,0.051,33.0,173.0,0.999,3.09,0.64,10.2,5,Quivira 2010 Zinfandel (Dry Creek Valley)
white,6.9,0.23,0.4,7.5,0.04,50.0,151.0,0.9927,3.11,0.27,11.4,6,Pierre and Charles Sparr NV Rosé Cuvée Renaissance Brut Pinot Noir (Crémant d'Alsace)
white,7.2,0.32,0.47,5.1,0.044,19.0,65.0,0.991,3.03,0.41,12.6,4,François Baur 2015 Herrenweg Riesling (Alsace)
white,5.9,0.23,0.3,12.9,0.054,57.0,170.0,0.9972,3.28,0.39,9.4,5,Manteo 2013 Red (Sonoma County)
white,6.0,0.67,0.07,1.2,0.06,9.0,108.0,0.9931,3.11,0.35,8.7,4,J. Dumangin Fils NV Le Rosé Premier Cru Brut  (Champagne)
white,6.4,0.25,0.32,5.5,0.049,41.0,176.0,0.995,3.19,0.68,9.2,6,Belden Barns 2015 Serendipity Block Pinot Noir (Sonoma Mountain)
white,6.4,0.33,0.31,5.5,0.048,42.0,173.0,0.9951,3.19,0.66,9.3,6,Casca Wines 2008 Monte Cascas Reserva White (Minho)
white,7.1,0.34,0.15,1.2,0.053,61.0,183.0,0.9936,3.09,0.43,9.2,5,Château Grivière 2013  Médoc
white,6.8,0.28,0.4,22.0,0.048,48.0,167.0,1.001,2.93,0.5,8.7,5,Hermann Moser 2012 Rosi Mosi Red (Niederösterreich)
white,6.9,0.27,0.4,14.0,0.05,64.0,227.0,0.9979,3.18,0.58,9.6,6,Dominios de Castilla 2013  Toro
white,6.8,0.26,0.56,11.9,0.043,64.0,226.0,0.997,3.02,0.63,9.3,5,Barale Fratelli 2010 Bussia Riserva  (Barolo)
white,6.8,0.29,0.56,11.9,0.043,66.0,230.0,0.9972,3.02,0.63,9.3,5,Villa Canestrari 2014 Vigne di Sande  (Soave)
white,6.7,0.24,0.41,9.4,0.04,49.0,166.0,0.9954,3.12,0.61,9.9,6,Lenné Estate 2014 Eleanor's 114 Pinot Noir
white,5.9,0.3,0.23,4.2,0.038,42.0,119.0,0.9924,3.15,0.5,11.0,5,Graziano 2013 Reserve Zinfandel (Mendocino County)
white,6.8,0.53,0.35,3.8,0.034,26.0,109.0,0.9906,3.26,0.57,12.7,8,Chiorri 2008 Rosato Rosé (Colli Perugini)
white,6.5,0.28,0.28,8.5,0.047,54.0,210.0,0.9962,3.09,0.54,8.9,4,Domaine de la Mordorée 2014 La Reine Des Bois Red (Lirac)
white,6.6,0.28,0.28,8.5,0.052,55.0,211.0,0.9962,3.09,0.55,8.9,6,Domaine du Grand Cros 2014 Jules Rosé (Côtes de Provence)
white,6.8,0.28,0.4,22.0,0.048,48.0,167.0,1.001,2.93,0.5,8.7,5,Chateau Ste. Michelle 2013 Gewürztraminer (Columbia Valley (WA))
white,6.8,0.28,0.36,8.0,0.045,28.0,123.0,0.9928,3.02,0.37,11.4,6,Three Fox 2014 La Boheme Viognier (Middleburg)
white,6.6,0.15,0.34,5.1,0.055,34.0,125.0,0.9942,3.36,0.42,9.6,5,Rodrigue Molyneaux 2006 Reserve Cabernet Sauvignon (Livermore Valley)
white,6.4,0.29,0.44,3.6,0.2,75.0,181.0,0.9942,3.02,0.41,9.1,5,Larchago 2005 Izarbe Gran Reserva  (Rioja)
white,6.4,0.3,0.45,3.5,0.197,76.0,180.0,0.9942,3.02,0.39,9.1,6,Lidio Carraro 2014 Agnus Merlot (Serra Gaúcha)
white,6.4,0.29,0.44,3.6,0.197,75.0,183.0,0.9942,3.01,0.38,9.1,5,CULT 2014 Cabernet Sauvignon (California)
white,6.8,0.26,0.24,7.8,0.052,54.0,214.0,0.9961,3.13,0.47,8.9,5,Domaines Devillard 2011 Château de Chamirey  (Mercurey)
white,7.1,0.32,0.24,13.1,0.05,52.0,204.0,0.998,3.1,0.49,8.8,5,Stoller 2010 Reserve Chardonnay (Dundee Hills)
white,6.8,0.26,0.24,7.8,0.052,54.0,214.0,0.9961,3.13,0.47,8.9,5,Bric Cenciurio 2007 Coste di Rose  (Barolo)
white,6.8,0.27,0.26,16.1,0.049,55.0,196.0,0.9984,3.15,0.5,9.3,5,Goose Ridge 2012 g3 Red (Columbia Valley (WA))
white,7.1,0.32,0.24,13.1,0.05,52.0,204.0,0.998,3.1,0.49,8.8,5,Otazu 2015 Chardonnay (Navarra)
white,6.9,0.54,0.32,13.2,0.05,53.0,236.0,0.9973,3.2,0.5,9.6,5,Grosset 2002 Polish Hill Riesling (Clare Valley)
white,6.8,0.26,0.34,13.9,0.034,39.0,134.0,0.9949,3.33,0.53,12.0,6,Roblar 2012 Gold Collection Pinot Noir (Sta. Rita Hills)
white,5.8,0.28,0.35,2.3,0.053,36.0,114.0,0.9924,3.28,0.5,10.2,4,Laetitia 2009 Estate Syrah (Arroyo Grande Valley)
white,6.4,0.21,0.5,11.6,0.042,45.0,153.0,0.9972,3.15,0.43,8.8,5,Botromagno 2011 Fiano (Murgia)
white,7.0,0.16,0.32,8.3,0.045,38.0,126.0,0.9958,3.21,0.34,9.2,5,Truchard 2005 Zinfandel (Carneros)
white,10.2,0.44,0.88,6.2,0.049,20.0,124.0,0.9968,2.99,0.51,9.9,4,Amisfield 2013 Pinot Noir (Central Otago)
white,6.8,0.57,0.29,2.2,0.04,15.0,77.0,0.9938,3.32,0.74,10.2,5,Weingut Groiss 2013 Classic Zweigelt (Wagram)
white,6.1,0.4,0.31,0.9,0.048,23.0,170.0,0.993,3.22,0.77,9.5,6,Novy 2009 Christensen Family Vineyard Syrah (Russian River Valley)
white,5.6,0.245,0.25,9.7,0.032,12.0,68.0,0.994,3.31,0.34,10.5,5,Château Clerc Milon 2013  Pauillac
white,6.8,0.18,0.38,1.4,0.038,35.0,111.0,0.9918,3.32,0.59,11.2,7,Agustí Torelló 2006 Kripta Gran Reserva Brut Nature Sparkling (Cava)
white,7.0,0.16,0.32,8.3,0.045,38.0,126.0,0.9958,3.21,0.34,9.2,5,Bonterra 2009 Bartolucci Vineyard Muscat (Lake County)
white,6.7,0.13,0.29,5.3,0.051,31.0,122.0,0.9944,3.44,0.37,9.7,6,Ravines 2007 Chardonnay (Finger Lakes)
white,6.2,0.25,0.25,1.4,0.03,35.0,105.0,0.9912,3.3,0.44,11.1,7,Fleur Du Cap 2008 Sauvignon Blanc (Western Cape)
white,5.8,0.26,0.24,9.2,0.044,55.0,152.0,0.9961,3.31,0.38,9.4,5,Limerick Lane 2013 Syrah-Grenache (Russian River Valley)
white,7.5,0.27,0.36,7.0,0.036,45.0,164.0,0.9939,3.03,0.33,11.0,5,Mario Schiopetto 2012 Friulano (Collio)
white,5.8,0.26,0.24,9.2,0.044,55.0,152.0,0.9961,3.31,0.38,9.4,5,Les Trois Couronnes 2014 Grenache-Syrah (Côtes du Rhône)
white,5.7,0.28,0.24,17.5,0.044,60.0,167.0,0.9989,3.31,0.44,9.4,5,Jamieson Canyon 1999 Merlot (Napa Valley)
white,7.5,0.23,0.36,7.0,0.036,43.0,161.0,0.9938,3.04,0.32,11.0,5,Viña Casas Patronales 2010 Maucho Reserva Viognier (Maule Valley)
white,7.5,0.27,0.36,7.0,0.036,45.0,164.0,0.9939,3.03,0.33,11.0,5,Weisinger 2012 Claret (Rogue Valley)
white,7.2,0.685,0.21,9.5,0.07,33.0,172.0,0.9971,3.0,0.55,9.1,6,Epiphany 2013 Rodney's Vineyard Petite Sirah (Santa Barbara County)
white,6.2,0.25,0.25,1.4,0.03,35.0,105.0,0.9912,3.3,0.44,11.1,7,Cannonball 2009 Cabernet Sauvignon (California)
white,6.5,0.19,0.3,0.8,0.043,33.0,144.0,0.9936,3.42,0.39,9.1,6,Château Lafaurie-Peyraguey 2007  Sauternes
white,6.3,0.495,0.22,1.8,0.046,31.0,140.0,0.9929,3.39,,10.4,6,Cascina Ballarin 2010 Bricco Rocca Tistot Riserva  (Barolo)
white,7.1,0.24,0.41,17.8,0.046,39.0,145.0,0.9998,3.32,0.39,8.7,5,Vergelegen 2006 Reserve Chardonnay (Stellenbosch)
white,6.4,0.17,0.32,2.4,0.048,41.0,200.0,0.9938,3.5,0.5,9.7,6,Maison Champy 2010  Auxey-Duresses
white,7.1,0.25,0.32,10.3,0.041,66.0,272.0,0.9969,3.17,0.52,9.1,6,O. Fournier 2009 Alfa Crux Malbec (Uco Valley)
white,6.4,0.17,0.32,2.4,0.048,41.0,200.0,0.9938,3.5,0.5,9.7,6,Elena Walch 2011 Kermesse Cuvée Red (Alto Adige)
white,7.1,0.24,0.41,17.8,0.046,39.0,145.0,0.9998,3.32,0.39,8.7,5,Antonino Tringali-Casanuova 2010 Patrimonio  (Bolgheri)
white,6.8,0.64,0.08,9.7,0.062,26.0,142.0,0.9972,3.37,0.46,8.9,4,Château Grossombre de Saint-Joseph 2014  Bordeaux Supérieur
white,8.3,0.28,0.4,7.8,0.041,38.0,194.0,0.9976,3.34,0.51,9.6,6,Kynsi 2009 Stone Corral Vineyard Estate Pinot Noir (Edna Valley)
white,8.2,0.27,0.39,7.8,0.039,49.0,208.0,0.9976,3.31,0.51,9.5,6,Von Strasser 2005 Cabernet Sauvignon (Diamond Mountain District)
white,7.2,0.23,0.38,14.3,0.058,55.0,194.0,0.9979,3.09,0.44,9.0,6,Mount Eden Vineyards 2014 Estate Bottled Chardonnay (Santa Cruz Mountains)
white,7.2,0.23,0.38,14.3,0.058,55.0,194.0,0.9979,3.09,0.44,9.0,6,Giacosa Fratelli 2013 Basarin Vigna Gianmatè  (Barbaresco)
white,7.2,0.23,0.38,14.3,0.058,55.0,194.0,0.9979,3.09,0.44,9.0,6,Louis Bernard 2009 Domaine Le Garrigon Red (Côtes du Rhône)
white,7.2,0.23,0.38,14.3,0.058,55.0,194.0,0.9979,3.09,0.44,9.0,6,Trimbach 2014 Riesling (Alsace)
white,6.8,0.52,0.32,13.2,0.044,54.0,221.0,0.9972,3.27,0.5,9.6,6,Errazuriz 2009 The Blend Limited Edition Red (Aconcagua Valley)
white,7.0,0.26,0.59,1.4,0.037,40.0,120.0,0.9918,3.34,0.41,11.1,7,Tolosa 2012 No Oak Chardonnay (Central Coast)
white,6.2,0.25,0.21,15.55,0.039,28.0,159.0,0.9982,3.48,0.64,9.6,6,Hyatt 2009 Black Muscat (Rattlesnake Hills)
white,7.3,0.32,0.23,13.7,0.05,49.0,197.0,0.9985,3.2,0.46,8.7,5,McPherson Wine Company 2015 MWC Pinot Gris (Victoria)
white,7.7,0.31,0.26,7.8,0.031,23.0,90.0,0.9944,3.13,0.5,10.4,5,Enotria 2010 Arneis (Mendocino)
white,7.1,0.21,0.37,2.4,0.026,23.0,100.0,0.9903,3.15,0.38,11.4,7,Groot Constantia 2007 Shiraz (Constantia)
white,6.8,0.24,0.34,2.7,0.047,64.5,218.5,0.9934,3.3,0.58,9.7,6,Paradise Ridge 2010 Grandview Vineyard Sauvignon Blanc (Russian River Valley)
white,6.9,0.4,0.56,11.2,0.043,40.0,142.0,0.9975,3.14,0.46,8.7,5,Neumeister 2011 Steirische Klassik Gelber Muskateller (Steiermark)
white,6.1,0.18,0.36,2.0,0.038,20.0,249.5,0.9923,3.37,0.79,11.3,6,Château Ambe Tour Pourret 2010  Saint-Émilion
white,6.8,0.21,0.27,2.1,0.03,26.0,139.0,0.99,3.16,0.61,12.6,7,Channing Daughters 2009 Meditazione White (Long Island)
white,5.8,0.2,0.27,1.4,0.031,12.0,77.0,0.9905,3.25,0.36,10.9,7,Phillips Hill 2016 Greenwood Ridge Vineyard Riesling (Mendocino Ridge)
white,5.6,0.19,0.26,1.4,0.03,12.0,76.0,0.9905,3.25,0.37,10.9,7,Acronym 2012 Cabernet Sauvignon (California)
white,,0.41,0.14,10.4,0.037,18.0,119.0,0.996,3.38,0.45,10.0,5,Denario 2012 Malbec (Patagonia)
white,5.9,0.21,0.28,4.6,0.053,40.0,199.0,0.9964,3.72,0.7,10.0,4,Bergström 2014 Temperance Hill Vineyard Pinot Noir (Eola-Amity Hills)
white,8.5,0.26,0.21,16.2,0.074,41.0,197.0,0.998,3.02,0.5,9.8,3,Simonsig 2010 Redhill Pinotage (Stellenbosch)
white,6.9,0.4,0.56,11.2,0.043,40.0,142.0,0.9975,3.14,0.46,8.7,5,Fonseca 2009 Vintage  (Port)
white,5.8,0.24,0.44,3.5,0.029,5.0,109.0,0.9913,3.53,0.43,11.7,3,Domaines Devillard 2014 Château de Chamirey Champs Martin Premier Cru  (Mercurey)
white,5.8,0.24,0.39,1.5,0.054,37.0,158.0,0.9932,3.21,0.52,9.3,6,Château la Coste 2010 Les Pentes Douces Red (Coteaux d'Aix-en-Provence)
white,6.7,0.26,0.39,1.1,0.04,45.0,147.0,0.9935,3.32,0.58,9.6,8,Evening Land 2012 Seven Springs Vineyard Gamay Noir (Eola-Amity Hills)
white,6.3,0.35,0.3,5.7,0.035,8.0,97.0,0.9927,3.27,0.41,11.0,7,Rotari NV Brut Talento Sparkling (Trento)
white,6.3,0.35,0.3,5.7,0.035,8.0,97.0,0.9927,3.27,0.41,11.0,7,Sheldrake Point 2012 Reserve Cabernet Sauvignon (Finger Lakes)
white,6.4,0.23,0.39,1.8,0.032,23.0,118.0,0.9912,3.32,0.5,11.8,6,Mark Ryan 2009 Wild Eyed Syrah (Red Mountain)
white,5.8,0.36,0.38,0.9,0.037,3.0,75.0,0.9904,3.28,0.34,11.4,4,Shafer 2001 Red Shoulder Ranch Chardonnay (Carneros)
white,6.9,0.115,0.35,5.4,0.048,36.0,108.0,0.9939,3.32,0.42,10.2,6,Holly's Hill 2012 Petit Patriarche Red (El Dorado)
white,6.9,0.29,0.4,19.45,0.043,36.0,156.0,0.9996,2.93,0.47,8.9,5,Pascal & Alain Lorieux 2009 Thélème  (Chinon)
white,6.9,0.28,0.4,8.2,0.036,15.0,95.0,0.9944,3.17,0.33,10.2,5,Geyser Peak 2012 Devil's Inkstand Cabernet Sauvignon (Alexander Valley)
white,7.2,0.29,0.4,13.6,0.045,66.0,231.0,0.9977,3.08,0.59,9.6,6,Sattlerhof 2013 Gamlitzer Sauvignon Blanc (Südsteiermark)
white,6.2,0.24,0.35,1.2,0.038,22.0,167.0,0.9912,3.1,0.48,10.6,6,Joseph Cattin 2010 Tradition Pinot Blanc (Alsace)
white,6.9,0.29,0.4,19.45,0.043,36.0,156.0,0.9996,2.93,0.47,8.9,5,Rabble 2014 Mossfire Ranch Red (Paso Robles)
white,6.9,0.32,0.26,8.3,0.053,32.0,180.0,0.9965,3.25,0.51,9.2,6,Summerland 2013 Theresa Noelle Estate Proprietor's Reserve Pinot Noir (Sta. Rita Hills)
white,,0.58,0.07,6.9,0.043,34.0,149.0,0.9944,3.34,0.57,9.7,5,Lachini 2014 Pinot Gris (Oregon)
white,5.3,0.585,,7.1,0.044,34.0,145.0,0.9945,3.34,0.57,9.7,6,Cantina Terlano 2014 Pinot Grigio (Alto Adige)
white,5.4,0.59,0.07,7.0,0.045,36.0,147.0,0.9944,3.34,0.57,9.7,6,Franci 2012  Brunello di Montalcino
white,6.9,0.32,0.26,8.3,0.053,32.0,180.0,0.9965,3.25,0.51,9.2,6,Roar 2015 Sierra Mar Vineyard Pinot Noir (Santa Lucia Highlands)
white,5.2,0.6,0.07,7.0,0.044,33.0,147.0,0.9944,3.33,0.58,9.7,5,Domaines Barons de Rothschild (Lafite) 2014 Los Vascos Chardonnay (Colchagua Valley)
white,5.8,0.25,0.26,13.1,0.051,44.0,148.0,0.9972,3.29,0.38,9.3,5,Poeira 2011 Pó de Poeira White (Douro)
white,6.6,0.58,0.3,5.1,0.057,30.0,123.0,0.9949,3.24,0.38,9.0,5,Spann Vineyards 2009 OMG Three Barrels Cabernet Sauvignon-Merlot (Sonoma Valley)
white,7.0,0.29,0.54,10.7,0.046,59.0,234.0,0.9966,3.05,0.61,9.5,5,Ibarra 2010 La Presa Vineyard Petite Sirah (Santa Ynez Valley)
white,6.6,0.19,0.41,8.9,0.046,51.0,169.0,0.9954,3.14,0.57,9.8,6,Helix by Reininger 2006 Sangiovese (Columbia Valley (WA))
white,6.7,0.2,0.41,9.1,0.044,50.0,166.0,0.9954,3.14,0.58,9.8,6,Bodegas Navarro López 2009 Rojo Granrojo Tempranillo-Garnacha (Vino de la Tierra de Castilla)
white,7.7,0.26,0.4,1.1,0.042,9.0,60.0,0.9915,2.89,0.5,10.6,5,Telmo Rodríguez 2015 Dehesa Gago  (Toro)
white,6.8,0.32,0.34,1.2,0.044,14.0,67.0,0.9919,3.05,0.47,10.6,4,Discoveries 2009 Merlot (California)
white,7.0,0.3,0.49,4.7,0.036,17.0,105.0,0.9916,3.26,0.68,12.4,7,Vite Colte 2016 Rossofuoco  (Barbera d'Asti)
white,7.0,0.24,0.36,2.8,0.034,22.0,112.0,0.99,3.19,0.38,12.6,8,Naggiar 2011 Don Giovanni Red (Sierra Foothills)
white,6.1,0.31,0.58,5.0,0.039,36.0,114.0,0.9909,3.3,0.6,12.3,8,The Eyrie Vineyards 2013 Pinot Gris (Dundee Hills)
white,6.8,0.44,0.37,5.1,0.047,46.0,201.0,0.9938,3.08,0.65,10.5,4,Vie di Romans 2011 Dessimis Pinot Grigio (Friuli Isonzo)
white,6.7,0.34,0.3,15.6,0.054,51.0,196.0,0.9982,3.19,0.49,9.3,5,Testarossa 2010 Sierra Madre Vineyard Pinot Noir (Santa Maria Valley)
white,7.1,0.35,0.24,15.4,0.055,46.0,198.0,0.9988,3.12,0.49,8.8,5,Fielding Hills 2008 RiverBend Vineyard Cabernet Sauvignon (Wahluke Slope)
white,7.3,0.32,0.25,7.2,0.056,47.0,180.0,0.9961,3.08,0.47,8.8,5,Gundlach Bundschu 2010 Merlot (Sonoma Valley)
white,6.5,0.28,0.33,15.7,0.053,51.0,190.0,0.9978,3.22,0.51,9.7,6,Château de Fieuzal 2010 Barrel sample  (Pessac-Léognan)
white,7.2,0.23,0.39,14.2,0.058,49.0,192.0,0.9979,2.98,0.48,9.0,7,Attilio Ghisolfi 2005 Bricco Visette  (Barolo)
white,7.2,0.23,0.39,14.2,0.058,49.0,192.0,0.9979,2.98,0.48,9.0,7,Landmark 2012 Solomon Hills Vineyard Pinot Noir (Santa Maria Valley)
white,7.2,0.23,0.39,14.2,0.058,49.0,192.0,0.9979,2.98,0.48,9.0,7,Damiani 2007 Pinot Noir (Finger Lakes)
white,7.2,0.23,0.39,14.2,0.058,49.0,192.0,0.9979,2.98,0.48,9.0,7,Hogue 2013 Riesling (Columbia Valley (WA))
white,5.9,0.15,0.31,5.8,0.041,53.0,155.0,0.9945,3.52,0.46,10.5,6,Château Rauzan Despagne 2014 Réserve Rosé (Bordeaux Rosé)
white,7.4,0.28,0.42,19.8,0.066,53.0,195.0,1.0,2.96,0.44,9.1,5,Gresser 2009 Pinot Noir (Chehalem Mountains)
white,6.2,0.28,0.22,7.3,0.041,26.0,157.0,0.9957,3.44,0.64,9.8,7,Covilalba 2005 Faristol Garnacha (Terra Alta)
white,9.1,0.59,0.38,1.6,0.066,34.0,182.0,0.9968,3.23,0.38,8.5,3,Occhipinti 2013 SP 68 Red (Terre Siciliane)
white,6.3,0.33,0.27,1.2,0.046,34.0,175.0,0.9934,3.37,0.54,9.4,6,Wines & Winemakers 2015 Meia Lua Red (Douro)
white,8.3,0.39,0.7,10.6,0.045,33.0,169.0,0.9976,3.09,0.57,9.4,5,Wattle Creek 2014 Sauvignon Blanc (Sonoma County)
white,7.2,0.19,0.46,3.8,0.041,82.0,187.0,0.9932,3.19,0.6,11.2,7,Woodbridge by Robert Mondavi 2007 Cabernet Sauvignon (California)
white,7.5,0.17,0.44,11.3,0.046,65.0,146.0,0.997,3.17,0.45,10.0,6,Kim Crawford 2009 Unoaked Chardonnay (Marlborough)
white,6.7,0.17,0.5,2.1,0.043,27.0,122.0,0.9923,3.15,0.45,10.3,6,Siduri 2014 Pratt Vineyard Sexton Road Pinot Noir (Russian River Valley)
white,6.1,0.41,0.0,1.6,0.063,36.0,87.0,0.9914,3.27,0.67,10.8,6,Wente 2012 Riverbank Riesling (Arroyo Seco)
white,8.3,0.2,0.35,0.9,0.05,12.0,74.0,0.992,3.13,0.38,10.5,6,Banfi 2012 Cuvée Arorora Rosé Pinot Nero (Alta Langa)
white,6.1,0.41,0.0,1.6,0.063,36.0,87.0,0.9914,3.27,0.67,10.8,6,River's Edge 2013 Elkton Cuvée Pinot Noir (Elkton Oregon)
white,6.0,0.29,0.21,1.3,0.055,42.0,168.0,0.9914,3.32,0.43,11.1,6,Nicolas-Jay 2014 Bishop Creek Pinot Noir
white,7.3,0.41,0.24,6.8,0.057,41.0,163.0,0.9949,3.2,0.41,9.9,6,Gundlach Bundschu 2008 Estate Vineyard Gewürztraminer (Sonoma Valley)
white,7.3,0.41,0.24,6.8,0.057,41.0,163.0,0.9949,3.2,0.41,9.9,6,Vigne Surrau 2015 Branu  (Vermentino di Gallura)
white,7.2,0.43,0.24,6.7,0.058,40.0,163.0,0.995,3.2,0.41,9.9,5,Goodfellow 2014 Whistling Ridge Vineyard Pinot Noir (Ribbon Ridge)
white,7.3,0.4,0.24,6.7,0.058,41.0,166.0,0.995,3.2,0.41,9.9,6,Stag's Leap Wine Cellars 2012 Artemis Cabernet Sauvignon (Napa Valley)
white,6.2,0.33,0.27,4.9,0.036,30.0,134.0,0.9927,3.2,0.42,10.4,7,Alpha Loire 2011 Domaine de la Croix Bouqure Sauvignon Blanc (Touraine)
white,6.2,0.31,0.26,4.8,0.037,36.0,148.0,0.9928,3.21,0.41,10.4,6,Calera 1997 Melange Pinot Noir (Mount Harlan)
white,6.1,0.36,0.27,2.1,0.035,16.0,100.0,0.9917,3.4,0.71,11.5,7,La Crema 2009 Chardonnay (Russian River Valley)
white,5.0,0.55,0.14,8.3,0.032,35.0,164.0,0.9918,3.53,0.51,12.5,8,Law 2011 The Nines Grenache (Paso Robles)
white,7.8,0.25,0.41,3.7,0.042,37.0,149.0,0.9954,3.36,0.45,10.0,6,Wilson 2005 Ellie's Vineyard Old Vine Zinfandel (Dry Creek Valley)
white,5.7,0.36,0.21,6.7,0.038,51.0,166.0,0.9941,3.29,0.63,10.0,6,Hullabaloo 2012 Old Vines Zinfandel (Lodi)
white,5.8,0.34,0.21,6.6,0.04,50.0,167.0,0.9941,3.29,0.62,10.0,5,Celler Piñol 2009 Mather Teresina Red (Terra Alta)
white,6.8,0.28,0.6,1.1,0.132,42.0,127.0,0.9934,3.09,0.44,9.1,6,Veritas 2013 Paul Shaffer 5th Edition Petit Verdot (Monticello)
white,6.8,0.25,0.34,4.7,0.031,34.0,134.0,0.9927,3.21,0.38,10.6,6,Château Mougneaux 2012  Bordeaux Supérieur
white,6.6,0.24,0.35,7.7,0.031,36.0,135.0,0.9938,3.19,0.37,10.5,5,Paul Jaboulet Aîné 1999 La Chapelle  (Hermitage)
white,5.9,0.3,0.47,7.85,0.03,19.0,133.0,0.9933,3.52,0.43,11.5,7,Le Marchesine NV Brut Sparkling (Franciacorta)
white,6.1,0.125,0.25,3.3,0.04,10.0,69.0,0.9934,3.54,0.59,10.1,6,Château de Belcier 2015  Castillon Côtes de Bordeaux
white,6.0,0.1,0.24,1.1,0.041,15.0,65.0,0.9927,3.61,0.61,10.3,7,Pago Casa Gran 2011 Falcata Casa Gran Red (Valencia)
white,6.6,0.24,0.35,7.7,0.031,36.0,135.0,0.9938,3.19,0.37,10.5,5,Piccini 2005 Villa al Cortile  (Brunello di Montalcino)
white,6.8,0.25,0.34,4.7,0.031,34.0,134.0,0.9927,3.21,0.38,10.6,6,Bodega Renacer 2006 Punto Final Reserva Malbec (Perdriel)
white,6.8,0.28,0.44,9.3,0.031,35.0,137.0,0.9946,3.16,0.36,10.4,6,Vignobles Brumont 2009 Château Bouscassé Argile Rouge Red (Madiran)
white,8.3,0.41,0.51,2.0,0.046,11.0,207.0,0.993,3.02,0.55,11.4,5,San Pedro 2008 1865 Single Vineyard Sauvignon Blanc (Leyda Valley)
white,7.5,0.27,0.31,5.8,0.057,131.0,313.0,0.9946,3.18,0.59,10.5,5,Alexandria Nicole 2005 Destiny Red (Horse Heaven Hills)
white,7.9,0.26,0.41,15.15,0.04,38.0,216.0,0.9976,2.96,0.6,10.0,6,Campo di Sasso 2013 Insoglio del Cinghiale Red (Toscana)
white,6.4,0.34,0.23,6.3,0.039,37.0,143.0,0.9944,3.19,0.65,10.0,6,Catalina Sounds 2007 Sauvignon Blanc (Marlborough)
white,6.5,0.28,0.35,15.4,0.042,55.0,195.0,0.9978,3.23,0.5,9.6,6,Hecho por Ruben 2014 Syrah (Ballard Canyon)
white,7.2,0.21,0.41,1.3,0.036,33.0,85.0,0.992,3.17,0.51,10.4,5,Pine & Post 2007 Cabernet Sauvignon (Washington)
white,6.4,0.32,0.35,4.8,0.03,34.0,101.0,0.9912,3.36,0.6,12.5,8,Sutcliffe 2009 Ael y Bryn Red (Colorado)
white,6.8,0.24,0.34,4.6,0.032,37.0,135.0,0.9927,3.2,0.39,10.6,5,Fulkerson 2009 Semi-Dry Riesling (Finger Lakes)
white,6.3,0.23,0.3,1.8,0.033,16.0,91.0,0.9906,3.28,0.4,11.8,6,Villa Maria 2012 Private Bin Pinot Noir (Marlborough)
white,6.5,0.28,0.34,9.9,0.038,30.0,133.0,0.9954,3.11,0.44,9.8,5,Armida 2015 Sauvignon Blanc (Russian River Valley)
white,5.6,0.26,0.26,5.7,0.031,12.0,80.0,0.9923,3.25,0.38,10.8,5,Peterson 2006 Zinfandel (Dry Creek Valley)
white,6.3,0.23,0.3,1.8,0.033,16.0,91.0,0.9906,3.28,0.4,11.8,6,La Rasina 2007 Il Divasco  (Brunello di Montalcino)
white,6.3,0.23,0.33,1.5,0.036,15.0,105.0,0.991,3.32,0.42,11.2,6,Antonio Sanguineti 2012 Nessun Dorma Red (Toscana)
white,5.8,0.27,0.27,12.3,0.045,55.0,170.0,0.9972,3.28,0.42,9.3,6,Lorenzi Estate 2009 Adam & Eve Cabernet Franc-Merlot (Temecula Valley)
white,5.9,0.26,0.4,1.3,0.047,12.0,139.0,0.9945,3.45,0.53,10.4,5,Vie Winery NV Mélange Maison I Old Vines Red (California)
white,6.6,0.18,0.35,1.5,0.049,49.0,141.0,0.9934,3.43,0.85,10.2,7,Männle 2012 Reserva Carmenère (Itata Valley)
white,7.4,0.2,0.43,7.8,0.045,27.0,153.0,0.9964,3.19,0.55,9.0,7,McGregor 2016 Semi Dry Riesling (Finger Lakes)
white,8.0,0.24,0.36,1.5,0.047,17.0,129.0,0.9948,3.2,0.54,10.0,6,Herdade do Rocim 2011 Reserva Red (Alentejano)
white,6.4,0.26,0.42,9.7,0.044,30.0,140.0,0.9962,3.18,0.47,9.1,6,Boekenhoutskloof 2007 Syrah (Coastal Region)
white,5.4,0.31,0.47,3.0,0.053,46.0,144.0,0.9931,3.29,0.76,10.0,5,Lutum 2015 Durell Vineyard Chardonnay (Sonoma Coast)
white,5.4,0.29,0.47,3.0,0.052,47.0,145.0,0.993,3.29,0.75,10.0,6,Torres 2008 Grans Muralles Red (Conca de Barberà)
white,7.1,0.145,0.33,4.6,0.05,33.0,131.0,0.9942,3.28,0.4,9.6,6,Malat 2014 Am Zaum Pinot Blanc (Wachau)
white,5.6,0.34,0.1,1.3,0.031,20.0,68.0,0.9906,3.36,0.51,11.2,7,Matello 2012 Durant Vineyard Chardonnay (Dundee Hills)
white,6.7,0.19,0.41,15.6,0.056,75.0,155.0,0.9995,3.2,0.44,8.8,6,Palladino 2010 Parafada  (Barolo)
